host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,price,has_availability,review_scores_rating,instant_bookable,reviews_per_month
100%,99%,f,t,t,219,t,4.53,t,0.28
100%,100%,f,t,t,258,t,4,t,1.07
100%,99%,f,t,t,147,t,4.67,t,0.17
100%,86%,f,t,t,90,t,4.59,f,0.32
99%,90%,f,t,t,78,t,5,f,0.15
87%,32%,t,t,t,171,t,4,f,0.14
100%,98%,f,t,t,132,t,4.21,t,0.6
92%,62%,t,t,t,124,t,4,f,0.12
100%,97%,t,t,t,221,t,4.91,t,2.55
100%,100%,f,t,f,140,t,5,f,3.06
100%,99%,t,t,f,144,t,4.87,f,3.12
100%,100%,t,f,t,108,t,4.88,f,2.54
100%,89%,f,t,t,128,t,5,f,0.75
88%,64%,t,t,t,350,t,5,f,0.06
100%,100%,t,t,t,424,t,4.84,f,2.35
100%,100%,f,t,t,226,t,4.27,t,0.38
100%,99%,f,t,t,104,t,4.79,t,4.69
100%,97%,t,t,t,899,t,5,t,0.17
95%,65%,t,t,t,412,t,5,f,0.42
100%,100%,t,t,t,100,t,4.76,t,3.09
50%,91%,f,t,t,442,t,1,f,0.1
100%,82%,t,t,t,260,t,4.6,f,0.23
100%,99%,f,t,t,287,t,5,t,0.02
100%,100%,f,t,t,195,t,5,t,0.58
100%,100%,f,t,t,699,t,4.8,f,0.07
100%,98%,t,t,t,222,t,4.85,t,1.76
98%,99%,f,t,t,179,t,4.66,t,0.51
99%,97%,f,t,t,324,t,4.76,t,0.3
97%,96%,t,t,t,622,t,5,f,0.17
99%,97%,f,t,t,290,t,4.77,t,0.41
100%,98%,f,t,t,499,t,4,t,0.13
100%,100%,f,t,f,229,t,5,t,0.02
100%,98%,f,t,t,368,t,5,t,0.11
100%,100%,f,t,t,336,t,4.91,t,0.69
87%,32%,t,t,t,249,t,4,f,0.31
92%,62%,t,t,t,233,t,5,f,1
97%,99%,f,t,t,450,t,5,t,0.26
100%,99%,f,t,t,102,t,4.67,t,0.29
100%,100%,f,t,f,230,t,5,t,0.03
100%,100%,f,t,t,680,t,4.93,t,0.82
100%,99%,t,t,t,105,t,5,f,0.4
72%,68%,f,t,f,58,t,4.33,f,0.2
100%,97%,t,t,t,681,t,5,t,0.1
100%,98%,f,t,t,368,t,5,t,0.09
90%,92%,f,t,t,82,t,4.86,f,0.27
100%,100%,f,t,f,315,t,5,t,0.05
100%,99%,t,t,t,255,t,5,t,0.61
100%,98%,f,t,t,339,t,5,t,0.09
90%,85%,f,t,t,138,t,4.69,f,2.98
98%,99%,f,t,t,196,t,4.8,t,0.4
100%,100%,f,t,t,271,t,4.78,f,1.13
80%,100%,f,t,t,237,t,4.6,t,0.09
100%,100%,f,t,t,309,t,4.65,t,0.92
87%,32%,t,t,t,249,t,5,f,0.17
68%,99%,f,t,t,195,t,4.1,f,0.97
87%,32%,t,t,t,217,t,5,f,0.25
100%,99%,f,t,t,349,t,5,t,0.07
100%,99%,f,t,t,286,t,4.83,t,0.38
91%,100%,f,t,t,956,t,5,t,0.14
100%,100%,f,t,t,457,t,4.29,t,0.28
100%,100%,f,t,t,349,t,4.5,t,0.12
100%,100%,f,t,t,303,t,4.61,t,0.67
100%,100%,f,t,f,281,t,5,t,0.05
100%,99%,f,t,t,248,t,5,t,0.16
100%,96%,f,t,t,309,t,4.92,t,0.18
100%,28%,f,t,t,2122,t,5,f,0.08
100%,99%,t,t,t,613,t,4.9,t,3.18
100%,99%,f,t,t,228,t,4.33,f,0.1
100%,99%,f,t,f,329,t,4.74,t,2.07
100%,95%,f,t,t,464,t,5,t,1
100%,99%,f,t,t,213,t,4.56,t,0.51
100%,100%,t,t,t,375,t,4.73,t,0.49
100%,100%,f,t,t,147,t,4.29,t,0.32
100%,99%,f,t,t,470,t,5,t,0.1
100%,99%,f,t,t,205,t,4.27,t,0.36
99%,99%,f,t,f,138,t,3.88,t,1.78
100%,99%,f,t,t,308,t,4.86,t,0.45
100%,99%,f,t,t,277,t,4.4,f,0.17
100%,100%,t,t,t,164,t,4.78,t,2.65
100%,100%,t,t,f,366,t,5,t,0.36
87%,32%,t,t,t,249,t,4.75,f,0.35
100%,99%,f,t,t,312,t,4.72,t,0.68
100%,100%,t,t,t,203,t,4.96,t,3.21
87%,32%,t,t,t,249,t,5,f,0.38
100%,99%,f,t,t,86,t,4.5,t,2.45
100%,99%,f,t,t,421,t,4.33,t,0.1
100%,99%,f,t,t,490,t,4,t,0.19
100%,99%,f,t,t,217,t,4.88,t,0.34
100%,99%,t,t,t,106,t,4.63,t,1.46
100%,100%,t,t,t,325,t,4.86,t,1.48
100%,97%,t,t,t,614,t,5,t,0.54
99%,97%,f,t,t,240,t,4.33,t,0.44
100%,98%,f,t,t,339,t,5,t,0.09
100%,100%,f,t,t,722,t,4.79,t,0.87
99%,51%,t,t,t,399,t,4.57,f,0.31
99%,96%,t,t,t,116,t,4.33,t,3
98%,99%,f,t,t,248,t,4.62,t,1.27
100%,100%,t,t,f,349,t,4.96,t,3.33
100%,100%,t,t,t,198,t,5,t,0.1
98%,17%,f,t,t,215,t,5,f,0.2
98%,99%,f,t,t,132,t,4.67,t,0.56
100%,100%,t,t,t,606,t,4.98,t,0.93
100%,99%,t,t,t,201,t,4.76,f,2.8
100%,100%,t,t,t,178,t,5,f,3.47
100%,99%,f,t,t,436,t,4.83,t,0.38
100%,100%,f,t,t,272,t,4.59,t,0.97
92%,62%,t,t,t,768,t,4.67,f,0.21
100%,99%,t,t,f,115,t,4.92,t,2.76
100%,99%,t,t,t,215,t,4.87,f,2.11
100%,97%,t,t,t,2047,t,1,t,0.16
100%,100%,t,t,t,230,t,4.89,t,1.85
100%,99%,t,t,t,262,t,5,t,0.26
100%,97%,t,t,t,599,t,4.46,t,0.22
90%,98%,f,t,f,168,t,4.86,t,2.41
100%,22%,t,t,t,256,t,5,f,0.58
98%,23%,f,t,t,269,t,5,f,0.14
93%,89%,f,t,t,229,t,4.5,f,0.11
96%,100%,f,t,t,134,t,4.81,f,10.69
100%,92%,t,t,t,249,t,4.84,f,0.68
100%,99%,f,t,t,234,t,4.63,t,0.57
100%,100%,f,t,t,260,t,4.58,t,0.96
98%,67%,t,t,t,238,t,4.94,f,0.48
100%,100%,f,t,t,108,t,4.77,f,2.72
100%,100%,f,t,t,321,t,4.52,t,0.99
100%,99%,t,t,t,735,t,4.75,t,0.12
100%,81%,t,t,t,281,t,5,f,0.9
100%,95%,t,t,t,190,t,4.97,f,2.58
100%,100%,f,t,f,164,t,4.7,f,1.45
100%,100%,t,t,f,52,t,4.61,t,0.88
100%,59%,f,t,t,307,t,4.87,f,0.41
93%,89%,f,t,t,129,t,4,f,0.08
100%,99%,t,t,f,200,t,5,t,0.86
98%,67%,t,t,t,230,t,4.5,f,0.04
93%,89%,f,t,t,224,t,5,f,0.07
100%,100%,t,t,t,239,t,5,t,0.27
100%,100%,f,t,t,360,t,4.35,t,0.5
100%,99%,t,t,f,260,t,5,t,1.02
100%,99%,t,t,t,414,t,4,t,0.14
100%,100%,f,t,t,152,t,4.5,f,0.47
100%,99%,f,t,t,98,t,4.14,f,1.03
100%,100%,f,t,t,234,t,4.6,t,0.34
100%,100%,t,t,f,50,t,4.93,t,0.41
100%,100%,f,t,f,113,t,4.7,t,2.9
100%,100%,f,t,f,100,t,4.7,f,0.85
100%,98%,f,t,t,670,t,4,t,0.12
100%,59%,f,t,t,350,t,4.91,f,0.31
100%,100%,t,t,t,225,t,4.52,t,0.68
100%,98%,t,t,t,899,t,4.5,f,0.26
98%,17%,t,t,t,219,t,5,f,0.31
100%,98%,f,t,t,100,t,4.76,t,1.93
60%,19%,f,t,t,189,t,4.67,f,0.38
100%,99%,f,t,f,189,t,4.64,t,2.11
100%,100%,t,t,t,459,t,4.96,t,3.28
100%,99%,t,t,t,252,t,4.76,t,1.99
98%,17%,f,t,t,259,t,5,f,1
100%,99%,f,t,f,104,t,4.76,f,2.49
100%,100%,t,t,t,78,t,4.66,t,2.29
100%,100%,f,t,t,385,t,4.81,t,0.34
100%,77%,t,t,t,182,t,4.9,f,0.53
100%,99%,t,t,t,225,t,4.93,t,0.55
92%,100%,t,t,t,200,t,4.75,t,0.97
100%,100%,t,t,t,71,t,4.94,f,3.46
100%,99%,t,t,f,214,t,4.96,f,2.46
100%,100%,t,t,t,93,t,4.96,f,1.27
100%,100%,t,t,f,82,t,4.82,f,3.85
100%,99%,t,t,t,535,t,5,t,2.28
100%,100%,f,t,f,143,t,4.33,t,1.33
100%,99%,t,t,t,103,t,4.94,f,10.78
100%,100%,f,t,t,199,t,5,f,2.81
100%,100%,t,t,f,436,t,4.96,t,1.77
90%,98%,t,t,t,473,t,5,t,0.23
98%,66%,f,t,t,159,t,4.44,t,1.86
100%,100%,f,t,t,379,t,4.81,t,0.5
100%,96%,t,t,t,173,t,5,f,3.02
100%,100%,f,t,t,170,t,5,t,0.41
100%,99%,f,t,t,664,t,5,t,0.13
100%,99%,f,t,t,207,t,4.57,f,0.54
100%,11%,t,t,t,379,t,4.79,f,0.12
80%,100%,f,t,t,287,t,4,t,0.01
100%,99%,f,t,t,214,t,4.74,t,1.74
91%,38%,f,t,t,135,t,5,f,1.38
100%,100%,f,t,t,313,t,3.5,t,0.14
98%,66%,f,t,t,145,t,4.25,t,1.91
94%,100%,f,t,t,160,t,4.57,t,0.5
100%,100%,f,t,t,166,t,4.4,f,0.21
100%,97%,t,t,t,299,t,5,t,0.3
100%,100%,f,t,t,125,t,4.58,t,5.29
90%,69%,t,t,t,399,t,5,f,0.09
100%,100%,f,t,t,134,t,4.34,t,0.5
100%,95%,t,t,t,99,t,4.89,f,2.35
100%,67%,f,t,t,55,t,4.25,f,0.07
100%,68%,t,t,f,161,t,4.77,f,0.69
100%,99%,f,t,t,370,t,5,t,0.11
100%,99%,f,t,t,160,t,4.5,t,0.73
100%,91%,t,t,t,257,t,5,f,0.84
100%,76%,f,t,t,262,t,5,t,1
100%,99%,t,t,t,341,t,4.64,t,0.36
100%,99%,f,t,t,259,t,5,t,1
100%,50%,f,t,t,333,t,5,f,0.04
100%,99%,f,t,t,123,t,4,f,0.75
99%,97%,f,t,t,171,t,4.68,t,1.02
100%,100%,f,t,t,284,t,4.9,t,1.74
99%,97%,f,t,t,183,t,4.29,t,0.26
100%,91%,t,t,t,757,t,5,f,0.2
100%,100%,f,t,t,177,t,4.92,t,1.18
100%,100%,f,t,t,176,t,4.83,f,0.24
100%,11%,t,t,t,379,t,4.89,f,0.07
93%,89%,f,t,t,194,t,4.67,f,0.41
100%,81%,t,t,t,220,t,4.83,f,0.31
100%,100%,f,t,t,261,t,5,t,0.06
100%,99%,f,f,f,265,t,4.76,f,4.03
100%,96%,f,t,t,405,t,4.92,t,0.41
100%,100%,f,t,t,160,t,5,f,1.3
99%,100%,t,t,t,128,t,4.84,f,2.26
100%,85%,t,t,t,1080,t,5,f,0.12
93%,89%,f,t,t,209,t,2.5,f,0.08
100%,99%,t,t,t,267,t,4.86,t,2.61
100%,100%,f,t,f,222,t,5,t,0.04
95%,82%,f,t,t,134,t,4,f,0.1
100%,100%,f,t,t,209,t,4.8,t,0.68
98%,99%,f,t,f,146,t,4.26,t,0.82
100%,93%,t,t,t,179,t,4.81,f,0.66
100%,99%,f,t,t,1575,t,3.92,t,0.68
100%,100%,t,t,f,87,t,5,f,0.28
99%,96%,t,t,t,129,t,4.68,f,2.78
90%,100%,f,t,t,225,t,4.63,f,0.24
100%,100%,f,t,t,112,t,4.69,t,0.55
100%,99%,t,t,t,49,t,4.83,t,3.21
100%,99%,t,t,f,172,t,4.92,f,2.42
100%,99%,t,t,t,139,t,4.93,t,6.48
99%,51%,t,t,t,299,t,4.67,f,0.25
100%,95%,t,t,f,150,t,4.57,t,0.29
100%,99%,t,t,t,450,t,5,t,0.35
100%,99%,f,t,t,257,t,5,t,0.39
100%,100%,t,t,t,362,t,5,f,0.26
100%,55%,t,t,t,287,t,4.91,f,0.19
100%,99%,t,t,t,232,t,4.64,t,0.37
99%,96%,f,t,t,4129,t,4.73,t,0.21
99%,96%,t,t,t,166,t,5,f,1
100%,100%,f,t,t,337,t,4.78,t,0.97
99%,100%,f,t,t,45,t,4.49,f,23.47
99%,97%,f,t,t,186,t,4.75,t,0.24
100%,99%,t,t,t,1166,t,5,t,0.42
97%,99%,t,t,t,1450,t,4.6,t,0.22
97%,99%,t,t,t,999,t,5,t,0.06
100%,100%,t,t,t,122,t,4.79,t,1.81
100%,76%,f,t,t,299,t,4.6,t,0.45
60%,19%,f,t,t,189,t,5,f,0.09
98%,67%,t,t,t,230,t,4.67,f,0.09
100%,98%,t,t,t,459,t,5,t,0.02
99%,97%,f,t,t,300,t,5,t,0.63
100%,11%,t,t,t,379,t,5,f,0.07
63%,92%,f,t,t,359,t,4.67,t,0.07
100%,100%,t,t,t,243,t,4.43,t,0.4
100%,100%,t,t,t,397,t,5,t,0.22
100%,98%,t,t,t,499,t,4.67,t,0.11
100%,99%,f,t,t,369,t,5,t,0.06
98%,17%,t,t,t,249,t,5,f,1
99%,33%,f,t,t,259,t,5,f,0.25
100%,97%,t,t,t,389,t,4.8,t,0.09
100%,100%,t,t,t,229,t,4.8,t,0.38
100%,99%,f,t,t,141,t,4,t,0.13
100%,100%,t,t,t,167,t,4.83,t,5.58
75%,78%,f,t,f,475,t,4.76,f,0.39
100%,97%,t,t,t,236,t,4.87,t,0.73
68%,75%,f,t,t,3000,t,5,f,0.03
100%,99%,t,t,t,399,t,4.67,t,0.15
100%,98%,t,t,t,507,t,4.88,t,1.23
93%,96%,f,t,t,350,t,4.6,f,0.91
100%,100%,f,t,t,985,t,4.5,t,0.12
100%,100%,f,t,t,115,t,5,t,1
99%,96%,t,t,t,124,t,4.67,t,2.5
100%,0%,f,t,f,5000,t,5,f,0.06
100%,91%,f,t,t,375,t,4,t,0.3
100%,100%,f,t,f,131,t,4.69,t,0.45
100%,99%,t,t,f,106,t,4.88,t,2.27
99%,97%,f,t,t,153,t,4.52,t,1.37
100%,100%,t,t,t,375,t,4.78,t,0.63
100%,100%,t,t,t,208,t,4.83,f,1
100%,99%,f,t,t,264,t,4.84,t,0.45
99%,97%,f,t,t,259,t,4.86,t,0.41
100%,92%,t,t,t,399,t,4.4,f,0.09
100%,99%,f,t,t,239,t,4.73,f,0.41
100%,98%,t,t,t,132,t,4.86,t,2.18
100%,99%,t,t,t,152,t,5,f,0.24
99%,51%,t,t,t,260,t,5,f,0.51
100%,99%,t,t,t,100,t,5,t,0.28
100%,89%,f,t,t,375,t,5,t,0.08
100%,99%,t,t,t,472,t,4.67,t,0.32
90%,91%,t,t,t,420,t,4.95,f,1.12
100%,92%,t,t,t,295,t,5,f,1.62
100%,100%,f,t,t,151,t,4.59,f,2.41
100%,99%,f,t,t,2299,t,4.5,t,0.07
100%,100%,f,t,t,185,t,4.63,t,0.51
100%,100%,f,t,f,146,t,4.7,t,0.33
96%,93%,f,t,t,95,t,4,f,0.08
100%,98%,t,t,t,599,t,4.88,t,0.17
100%,100%,t,t,t,239,t,4.89,f,3.56
100%,76%,f,t,t,840,t,4.25,t,0.81
92%,62%,t,t,t,130,t,5,f,0.2
92%,62%,t,t,t,280,t,4.75,f,0.35
92%,18%,t,t,t,348,t,5,f,0.03
100%,100%,f,t,t,121,t,5,t,0.05
100%,88%,t,t,t,350,t,4.92,f,0.43
100%,96%,t,t,t,193,t,4.79,t,0.67
100%,99%,f,t,t,201,t,4.75,t,0.13
100%,97%,t,t,t,1365,t,5,t,0.39
98%,97%,f,t,t,120,t,4.47,t,2.6
100%,99%,t,t,t,255,t,4.96,f,1.4
100%,99%,t,t,t,100,t,4.5,t,0.59
100%,97%,t,t,t,110,t,5,t,0.61
100%,99%,f,t,t,694,t,4,t,0.09
62%,36%,f,t,t,305,t,5,f,0.04
98%,17%,t,t,t,299,t,5,f,1
100%,98%,f,t,t,269,t,4.75,t,0.18
0%,22%,f,t,f,499,t,5,f,0.12
100%,100%,t,t,f,115,t,4.63,t,0.57
100%,100%,t,t,t,296,t,5,t,1.59
91%,38%,f,t,t,221,t,5,f,1
98%,23%,f,t,t,151,t,4.5,f,0.09
97%,99%,t,t,t,575,t,4.86,t,0.13
100%,100%,f,t,t,322,t,4.76,t,1
100%,100%,t,t,t,404,t,5,t,0.11
100%,100%,t,t,t,270,t,5,t,0.23
99%,97%,f,t,t,1181,t,5,t,0.09
100%,100%,t,t,t,556,t,4.88,t,0.46
100%,89%,f,t,t,100,t,5,t,0.12
100%,99%,f,t,t,401,t,4.78,t,3.14
100%,91%,f,t,t,800,t,5,t,0.28
100%,93%,t,t,t,280,t,4.75,f,1.59
100%,99%,f,t,t,222,t,4.67,t,0.69
100%,100%,t,t,t,659,t,5,f,1.09
89%,99%,f,t,f,153,t,4.54,t,1.66
100%,99%,f,t,t,699,t,5,t,0.03
100%,93%,f,t,t,45,t,4.86,f,0.26
100%,78%,t,t,t,500,t,5,f,0.42
100%,99%,f,t,t,160,t,4.68,t,0.59
100%,99%,t,t,t,623,t,4.97,t,3.73
93%,100%,t,t,t,334,t,4.85,t,2.91
100%,100%,t,t,t,183,t,4.82,t,3.4
100%,100%,f,t,t,208,t,4.77,t,0.89
100%,100%,f,t,t,206,t,5,t,0.5
100%,100%,f,t,t,214,t,4.43,t,0.32
94%,93%,t,t,f,245,t,5,t,0.39
100%,97%,t,t,t,341,t,4.88,t,0.53
95%,96%,t,t,t,280,t,5,t,1.18
100%,100%,f,t,f,130,t,4.67,t,0.06
100%,99%,t,t,t,301,t,5,t,0.1
100%,99%,f,t,t,242,t,4.5,f,0.03
100%,100%,f,t,t,375,t,5,t,0.11
96%,99%,t,t,t,514,t,4.98,t,1.83
100%,100%,t,t,t,486,t,5,t,0.25
100%,100%,t,t,t,367,t,4.97,t,1.07
100%,100%,t,t,t,163,t,4.83,t,1.35
100%,99%,t,t,t,180,t,4.6,t,2.15
100%,100%,f,t,t,199,t,3.85,t,0.62
100%,0%,f,t,t,765,t,5,f,0.07
100%,100%,f,t,t,227,t,4.33,t,0.19
100%,96%,f,t,f,198,t,5,t,0.04
100%,99%,t,t,f,244,t,4.87,t,1.46
100%,100%,f,t,f,800,t,5,t,0.37
98%,17%,f,t,t,249,t,5,f,0.3
100%,100%,f,t,t,129,t,5,t,1.38
100%,98%,f,t,t,45,t,3.6,f,0.16
100%,89%,f,t,t,100,t,5,t,0.03
100%,87%,t,t,t,165,t,4.81,f,0.96
100%,99%,t,t,t,349,t,5,t,0.52
100%,99%,f,t,t,157,t,4.73,t,0.7
100%,99%,f,t,t,165,t,3.75,f,0.07
100%,100%,t,t,t,183,t,4.73,t,0.69
100%,94%,f,t,t,373,t,4,t,0.18
96%,55%,t,t,t,183,t,5,f,0.18
100%,99%,t,t,t,283,t,4.6,t,0.15
100%,99%,f,t,t,332,t,4,t,0.05
100%,99%,f,t,t,1649,t,5,t,0.04
96%,99%,f,t,t,47,t,5,t,0.06
95%,99%,f,t,t,377,t,5,t,0.24
100%,100%,f,t,t,105,t,5,t,0.06
100%,100%,t,t,f,80,t,4.78,f,0.19
88%,64%,t,t,t,169,t,4.76,f,1.58
100%,97%,f,t,t,151,t,3.67,t,0.19
100%,100%,f,t,t,146,t,4.62,t,1.79
100%,99%,t,t,t,116,t,4.93,f,3.26
47%,56%,f,t,f,95,t,4.3,f,0.78
100%,99%,t,t,f,219,t,4.86,t,0.23
100%,99%,t,t,f,150,t,5,t,0.28
100%,82%,t,t,t,265,t,5,f,0.21
100%,98%,f,t,t,404,t,4.78,f,0.65
100%,99%,f,t,t,169,t,4.33,t,0.48
100%,100%,t,t,t,311,t,5,t,0.19
100%,100%,t,t,t,265,t,4.41,f,0.43
96%,65%,f,t,t,188,t,5,f,0.07
99%,97%,f,t,t,253,t,4.87,t,0.52
98%,99%,f,t,t,179,t,4.33,t,0.52
100%,97%,f,t,t,100,t,3.8,t,0.31
100%,100%,f,t,t,259,t,4.74,t,3.02
100%,100%,f,t,f,135,t,4.86,f,1.91
99%,99%,f,t,f,110,t,3,t,2
88%,98%,f,t,t,97,t,4.8,t,1.69
100%,99%,f,t,t,286,t,4.24,t,0.54
100%,98%,t,t,f,400,t,4.5,f,2
100%,99%,t,t,t,362,t,4.83,f,1.92
62%,36%,f,t,t,209,t,5,f,0.02
100%,100%,f,t,t,120,t,4.73,f,1.96
100%,99%,f,t,t,901,t,4.67,t,0.11
98%,99%,f,t,t,159,t,4.8,t,0.39
99%,100%,t,t,t,149,t,4.76,t,3.17
98%,99%,f,t,t,649,t,4.83,t,0.77
50%,80%,f,t,t,404,t,4.5,f,0.13
100%,100%,t,t,t,167,t,4.86,f,3.73
100%,99%,f,t,t,103,t,4.14,t,0.25
93%,89%,f,t,t,205,t,2,f,0.02
90%,100%,t,t,f,114,t,4.9,f,3.03
100%,100%,f,t,t,147,t,4.75,f,4.32
100%,95%,f,t,t,3485,t,5,t,0.22
100%,97%,t,t,t,99,t,4.88,f,1.18
98%,99%,f,t,t,80,t,3.33,t,0.17
93%,89%,f,t,t,168,t,5,f,0.02
100%,99%,t,t,t,256,t,4.89,f,1.04
99%,100%,t,t,t,541,t,4.97,f,1.79
100%,100%,t,t,t,157,t,4.76,t,2.83
100%,99%,f,t,t,308,t,4.91,f,2.09
100%,100%,t,t,f,310,t,4.98,t,0.6
100%,100%,t,t,t,275,t,4.96,f,2.46
100%,100%,f,t,t,175,t,3.86,t,0.48
100%,100%,f,t,t,546,t,4.92,t,1.16
100%,99%,t,t,t,366,t,4.5,t,0.45
100%,85%,t,t,t,720,t,5,f,0.17
90%,93%,t,t,t,132,t,4.88,f,3
100%,92%,t,t,f,65,t,5,f,0.07
100%,100%,f,t,t,285,t,4.5,t,1.02
100%,83%,f,t,f,180,t,4.89,f,0.27
100%,100%,t,t,t,472,t,4.96,f,1.4
100%,97%,t,t,t,1885,t,5,t,0.18
100%,96%,t,t,t,545,t,5,f,1.28
100%,70%,t,t,t,212,t,4.98,f,0.73
100%,99%,f,t,t,3999,t,5,t,0.12
89%,99%,f,t,f,692,t,4.5,t,0.53
100%,99%,f,t,t,2299,t,5,t,0.02
100%,99%,t,t,t,150,t,5,t,0.73
100%,99%,f,t,t,90,t,4.5,f,0.85
95%,99%,f,t,t,535,t,4.78,t,0.29
100%,66%,f,t,t,284,t,5,f,0.08
100%,100%,t,t,t,269,t,5,t,0.13
98%,68%,t,t,t,380,t,5,t,0.12
90%,79%,t,t,t,50,t,4.96,f,1.98
96%,72%,t,t,t,333,t,4.67,f,0.13
100%,99%,t,t,t,311,t,4.76,t,0.66
100%,100%,t,t,t,146,t,4.93,t,3.51
99%,90%,f,t,t,200,t,4.5,f,0.32
99%,90%,f,t,t,80,t,4.73,f,0.32
93%,89%,f,t,t,178,t,3.33,f,0.06
93%,89%,f,t,t,377,t,4.6,f,0.19
99%,90%,f,t,t,80,t,4.29,f,0.3
100%,93%,t,t,t,259,t,4.67,f,0.32
100%,100%,t,t,t,133,t,4.75,t,0.22
100%,91%,t,t,t,261,t,4.93,t,1.26
97%,73%,t,t,t,150,t,4.93,f,2.02
100%,99%,f,t,t,899,t,4,t,0.03
100%,100%,t,t,t,289,t,4.98,t,3.53
100%,92%,t,t,t,349,t,4.9,f,0.32
97%,80%,f,t,t,165,t,4.58,f,0.72
100%,22%,t,t,t,4138,t,5,f,0.14
100%,99%,f,t,t,829,t,3,t,0.02
100%,100%,t,t,t,189,t,4.93,t,4.29
100%,99%,t,t,t,361,t,4.88,t,4.16
100%,99%,t,t,t,446,t,5,t,0.04
100%,100%,f,t,t,297,t,4.63,t,0.41
100%,100%,f,t,t,181,t,2,t,0.08
100%,99%,t,t,t,249,t,5,f,0.09
100%,98%,t,t,t,322,t,5,f,3.2
99%,90%,f,t,t,110,t,4.5,f,0.14
100%,99%,t,t,t,599,t,4.87,f,1.01
99%,90%,f,t,t,90,t,4.38,f,1.72
100%,98%,t,t,t,86,t,5,f,0.6
100%,99%,f,t,t,128,t,4.42,t,0.65
100%,100%,t,t,t,240,t,4.93,f,0.48
100%,97%,t,t,t,299,t,4.73,t,3.93
100%,99%,f,t,t,339,t,4.18,t,0.23
71%,98%,f,t,t,174,t,4.68,t,1.05
100%,100%,t,t,t,336,t,5,t,0.11
100%,100%,t,t,f,496,t,4.92,f,0.79
100%,98%,t,t,t,269,t,4.93,t,2.17
100%,99%,t,t,t,529,t,4.93,f,2.2
100%,100%,t,t,t,124,t,5,f,1.31
97%,73%,t,t,t,150,t,4.7,f,0.68
97%,73%,t,t,t,150,t,4.77,f,1.16
100%,100%,f,t,t,178,t,4.56,t,1.2
100%,100%,t,t,f,425,t,4.86,f,0.88
100%,100%,f,t,f,51,t,4.61,t,2.67
100%,100%,t,t,t,204,t,4.96,f,4.78
100%,99%,t,t,t,420,t,4.83,t,0.2
93%,89%,f,t,t,232,t,4.67,f,0.13
100%,100%,f,t,t,242,t,4.83,t,0.59
71%,98%,f,t,t,229,t,4.67,t,0.69
100%,97%,t,t,t,629,t,4.88,t,0.16
100%,100%,t,t,t,120,t,4.92,f,2.1
100%,100%,t,t,t,280,t,4.98,f,1.97
100%,100%,f,t,f,125,t,4.8,f,1.95
100%,97%,t,t,t,599,t,4.75,t,0.43
50%,50%,f,t,f,129,t,4.91,f,0.38
86%,31%,f,t,f,1357,t,5,f,0.12
100%,96%,t,t,t,122,t,4.93,f,1.38
100%,100%,t,t,f,437,t,4.85,t,1.03
100%,100%,f,t,t,180,t,4.59,t,1.24
93%,89%,f,t,t,137,t,5,f,0.06
100%,97%,t,t,t,609,t,5,t,0.14
98%,68%,t,t,t,399,t,4.86,f,1.08
100%,96%,f,t,t,140,t,2,t,0.08
93%,100%,t,t,t,341,t,5,f,0.44
90%,100%,t,t,t,71,t,4.96,t,3.51
71%,98%,f,t,t,219,t,4.36,t,0.31
95%,100%,t,t,t,112,t,4.9,f,9.98
100%,100%,t,t,t,192,t,4.88,t,1.88
100%,99%,f,t,t,120,t,4.57,t,3.2
100%,100%,t,t,t,127,t,4.97,t,3.96
100%,100%,t,t,t,589,t,4.64,t,1.24
100%,100%,t,t,t,166,t,4.85,f,2.61
100%,100%,f,t,t,51,t,4.43,t,3.85
100%,100%,t,t,t,149,t,4.99,f,2.63
100%,100%,f,t,t,47,t,5,t,1
100%,100%,t,t,t,288,t,4.95,t,0.98
100%,96%,f,t,t,117,t,4.57,t,0.43
100%,98%,t,t,t,106,t,4.98,t,6.5
100%,100%,t,t,t,65,t,4.98,t,2.01
100%,98%,t,t,t,222,t,4.89,f,2.56
100%,100%,f,t,f,185,t,4.94,f,0.56
100%,55%,t,t,t,243,t,5,f,0.04
100%,85%,t,t,t,650,t,5,t,0.26
100%,100%,t,t,t,575,t,5,f,0.1
100%,100%,t,t,t,120,t,4.83,f,4.12
100%,100%,f,t,t,367,t,5,t,0.04
100%,100%,f,t,t,55,t,5,f,0.36
100%,99%,f,t,t,625,t,5,t,0.04
100%,97%,t,t,t,946,t,5,t,0.05
100%,94%,t,t,f,161,t,4.88,t,2.21
100%,97%,t,t,t,796,t,5,t,0.08
100%,100%,t,t,t,257,t,5,f,3.32
100%,98%,t,t,t,125,t,4.94,t,5.83
99%,97%,f,t,t,94,t,4.47,f,5.1
100%,100%,f,t,t,118,t,5,t,0.28
100%,100%,f,t,f,60,t,4.49,t,3.69
100%,100%,t,t,t,148,t,4.97,t,3.96
100%,100%,f,t,t,54,t,4.45,t,2.64
100%,96%,t,t,t,205,t,5,t,0.83
83%,23%,f,t,t,100,t,4.57,f,0.25
100%,99%,f,t,t,1099,t,5,t,0.12
100%,100%,f,t,t,131,t,4,t,0.29
90%,95%,f,t,t,141,t,4.6,t,0.33
100%,99%,f,t,t,1459,t,5,t,0.06
100%,92%,f,t,t,106,t,5,f,0.57
